0.32258,0.3871,0.41935,0.41935,0.48387,0.48387,0.51613,0.54839,0.51613,0.51613,0.54839,0.54839,0.51613,0.51613,0.48387,0.45161,0.45161,0.48387,0.45161,0.45161,0.45161,0.48387,0.48387,0.51613,0.51613,0.51613,0.51613,0.54839,0.54839,0.54839,0.54839,0.51613,0.54839,0.54839,0.54839,0.54839,0.54839,0.51613,0.51613,0.54839,0.54839,0.54839,0.58065,0.54839,0.54839,0.54839,0.51613,0.48387,0.48387,0.45161
0.35484,0.41935,0.45161,0.48387,0.54839,0.54839,0.54839,0.58065,0.58065,0.58065,0.58065,0.54839,0.58065,0.54839,0.54839,0.51613,0.48387,0.51613,0.48387,0.48387,0.48387,0.48387,0.51613,0.51613,0.54839,0.54839,0.54839,0.54839,0.54839,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.54839,0.54839,0.54839,0.54839,0.58065,0.58065,0.58065,0.6129,0.58065,0.58065,0.58065,0.54839,0.51613,0.48387,0.45161
0.3871,0.41935,0.48387,0.51613,0.58065,0.58065,0.6129,0.6129,0.64516,0.64516,0.6129,0.6129,0.6129,0.58065,0.58065,0.54839,0.51613,0.54839,0.51613,0.51613,0.51613,0.51613,0.54839,0.54839,0.54839,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.6129,0.6129,0.6129,0.6129,0.58065,0.6129,0.6129,0.64516,0.6129,0.6129,0.58065,0.58065,0.54839,0.51613,0.48387
0.41935,0.48387,0.54839,0.58065,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.6129,0.6129,0.6129,0.58065,0.54839,0.58065,0.54839,0.54839,0.54839,0.54839,0.54839,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.64516,0.64516,0.67742,0.64516,0.64516,0.6129,0.58065,0.54839,0.51613,0.48387
0.41935,0.48387,0.54839,0.6129,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.64516,0.64516,0.64516,0.64516,0.64516,0.6129,0.58065,0.6129,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.64516,0.67742,0.70968,0.67742,0.64516,0.6129,0.58065,0.54839,0.51613,0.48387
0.45161,0.51613,0.58065,0.64516,0.67742,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.67742,0.67742,0.64516,0.64516,0.6129,0.6129,0.6129,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.67742,0.70968,0.70968,0.70968,0.67742,0.64516,0.6129,0.58065,0.54839,0.51613
0.41935,0.48387,0.54839,0.6129,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.64516,0.67742,0.64516,0.64516,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.64516,0.67742,0.70968,0.67742,0.64516,0.6129,0.58065,0.54839,0.51613,0.48387
0.41935,0.48387,0.54839,0.58065,0.64516,0.64516,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.70968,0.67742,0.64516,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.64516,0.64516,0.67742,0.64516,0.64516,0.6129,0.58065,0.54839,0.51613,0.48387
0.45161,0.48387,0.54839,0.58065,0.64516,0.64516,0.67742,0.67742,0.74194,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.70968,0.67742,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.64516,0.6129,0.6129,0.6129,0.64516,0.6129,0.6129,0.58065,0.58065,0.54839,0.51613,0.48387
0.3871,0.45161,0.48387,0.51613,0.58065,0.6129,0.64516,0.67742,0.70968,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.67742,0.70968,0.67742,0.64516,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.6129,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.58065,0.6129,0.58065,0.58065,0.58065,0.54839,0.51613,0.48387,0.45161
