0.10578,0.11092,0.13225,0.12085,0.11214,0.12736,0.11569,0.17057,0.24363,0.27518,0.2921,0.31247,0.22566,0.16786,0.12922,0.074743,0.050061,0.064929,0.078625,0.11545,0.12237,0.14778,0.12466,0.17119,0.17472,0.20933,0.17772,0.20161,0.12141,0.13792
0.086783,0.11217,0.13421,0.12281,0.13512,0.14595,0.15662,0.23061,0.30976,0.33288,0.35992,0.37293,0.30818,0.24763,0.19067,0.17016,0.13464,0.13319,0.14994,0.15734,0.17389,0.19746,0.20486,0.26819,0.27642,0.33735,0.29456,0.32209,0.23615,0.20803
0.069186,0.12687,0.15255,0.15118,0.14342,0.17663,0.19509,0.28531,0.39217,0.40787,0.4375,0.4524,0.38967,0.35384,0.26499,0.28104,0.19502,0.19787,0.20487,0.21731,0.23054,0.26519,0.26466,0.30434,0.35158,0.43614,0.41536,0.42179,0.31364,0.25602
0.080377,0.1282,0.12122,0.15218,0.16106,0.20013,0.23924,0.34623,0.43343,0.46486,0.57086,0.54871,0.47632,0.50496,0.42893,0.464,0.37129,0.36607,0.30848,0.33781,0.36488,0.36157,0.38132,0.46798,0.53999,0.56004,0.57895,0.59757,0.45514,0.33112
0.050338,0.1032,0.12351,0.1464,0.16947,0.24258,0.30804,0.4041,0.47537,0.50063,0.63231,0.57519,0.63614,0.6616,0.55575,0.60459,0.48448,0.50692,0.37311,0.35436,0.3792,0.47266,0.45953,0.50006,0.57902,0.65291,0.64131,0.62724,0.47981,0.36662
0.034651,0.10094,0.097984,0.17025,0.18631,0.2353,0.31866,0.39264,0.50112,0.52546,0.60056,0.61426,0.66978,0.69731,0.71064,0.75334,0.60033,0.55917,0.48516,0.42768,0.43681,0.45533,0.52898,0.61674,0.70315,0.71354,0.66559,0.69155,0.53877,0.3752
0.10224,0.21147,0.19918,0.29161,0.30715,0.30372,0.3595,0.43098,0.49982,0.56178,0.64527,0.74387,0.74255,0.82976,0.79627,0.77939,0.75224,0.66316,0.55706,0.50206,0.51165,0.56948,0.62451,0.68448,0.75504,0.81802,0.70342,0.71019,0.49486,0.4298
0.14113,0.26491,0.27733,0.34179,0.32472,0.34069,0.32222,0.40319,0.42517,0.47109,0.52169,0.6114,0.67513,0.78418,0.77666,0.83118,0.69621,0.60848,0.59125,0.51161,0.54642,0.6014,0.73732,0.80775,0.87134,0.87663,0.69728,0.73165,0.52017,0.44475
0.25185,0.37155,0.41034,0.44445,0.42858,0.43297,0.35848,0.41557,0.43214,0.4598,0.48967,0.6004,0.67835,0.73494,0.74135,0.7718,0.61945,0.60365,0.52295,0.48565,0.51596,0.60323,0.68117,0.73983,0.82639,0.8278,0.72505,0.72426,0.51119,0.38731
0.31508,0.44586,0.47821,0.52884,0.4664,0.4215,0.32585,0.30655,0.34916,0.341,0.43148,0.52294,0.57532,0.66447,0.6624,0.6344,0.50387,0.52468,0.44354,0.48991,0.51644,0.6518,0.7172,0.78819,0.86547,0.82957,0.77406,0.71807,0.52972,0.38157
0.41244,0.51748,0.5789,0.57008,0.51819,0.51638,0.39321,0.33503,0.35336,0.28095,0.38665,0.48152,0.51816,0.54347,0.50048,0.56042,0.40109,0.41528,0.36085,0.37258,0.39677,0.53613,0.63581,0.66992,0.76506,0.73652,0.68535,0.64168,0.45784,0.3349
0.38071,0.48739,0.53318,0.56779,0.47559,0.43213,0.34668,0.29635,0.33343,0.29,0.40272,0.44539,0.54003,0.53877,0.50662,0.47947,0.37282,0.4192,0.35686,0.32133,0.40604,0.44589,0.55232,0.63167,0.71675,0.69723,0.62565,0.60471,0.45636,0.31695
0.43545,0.51505,0.4836,0.5498,0.45861,0.41281,0.3914,0.31457,0.27945,0.29539,0.42862,0.45737,0.5232,0.52923,0.50512,0.45328,0.34498,0.34338,0.25888,0.28754,0.282,0.32712,0.43448,0.50868,0.5845,0.58726,0.50661,0.50686,0.32513,0.29676
0.33778,0.48051,0.44388,0.51172,0.40522,0.40694,0.32396,0.36048,0.33137,0.35687,0.45029,0.52009,0.56512,0.59064,0.4814,0.44794,0.39729,0.43769,0.29756,0.33016,0.27525,0.30604,0.40735,0.39788,0.51996,0.5237,0.46184,0.47301,0.31377,0.27128
0.33553,0.4067,0.38018,0.43437,0.40788,0.37086,0.3491,0.35281,0.35113,0.38088,0.46849,0.48387,0.52522,0.51989,0.52176,0.49377,0.38606,0.47765,0.40683,0.36731,0.34093,0.25568,0.29769,0.30764,0.41716,0.42254,0.41737,0.42357,0.28996,0.23137
0.28337,0.34649,0.39367,0.45281,0.42482,0.37276,0.4081,0.44883,0.44103,0.47137,0.49686,0.50459,0.56998,0.54525,0.6155,0.53925,0.50086,0.54495,0.50168,0.4318,0.39514,0.32978,0.32908,0.29584,0.38619,0.38828,0.3748,0.37016,0.2785,0.2278
0.29865,0.34449,0.38054,0.38535,0.43049,0.39214,0.44284,0.46733,0.47829,0.45959,0.4848,0.53845,0.56083,0.55164,0.58606,0.59462,0.62687,0.60494,0.59945,0.55437,0.43419,0.36746,0.32928,0.27101,0.27918,0.28804,0.30317,0.31206,0.22398,0.16415
0.29728,0.36015,0.38996,0.4192,0.38642,0.36665,0.4103,0.44541,0.48017,0.46231,0.47077,0.50202,0.5075,0.54436,0.64029,0.65001,0.6283,0.68421,0.6396,0.56115,0.48738,0.42178,0.35261,0.28279,0.28581,0.2943,0.28224,0.25302,0.19366,0.15813
0.34786,0.37911,0.34384,0.36971,0.34584,0.3326,0.38924,0.39526,0.45558,0.45759,0.49951,0.49959,0.58556,0.60731,0.64301,0.6847,0.6524,0.70117,0.67518,0.61135,0.49475,0.36076,0.31585,0.22427,0.19297,0.18418,0.184,0.16862,0.1257,0.1082
0.36632,0.41928,0.41898,0.40869,0.36125,0.36492,0.37429,0.4093,0.41978,0.46172,0.51851,0.53456,0.62217,0.66392,0.70034,0.81056,0.77705,0.75691,0.72923,0.63236,0.52224,0.42638,0.31858,0.2045,0.20251,0.16982,0.15214,0.14533,0.08229,0.089236
0.42065,0.42144,0.43298,0.40876,0.32055,0.27131,0.30643,0.30529,0.39356,0.44531,0.51552,0.55406,0.60377,0.60765,0.68491,0.76058,0.76763,0.80198,0.80725,0.63836,0.49073,0.34628,0.24997,0.17344,0.17094,0.12604,0.14271,0.13879,0.083494,0.062121
0.3388,0.42272,0.3981,0.39173,0.3038,0.21681,0.24424,0.27438,0.39668,0.45099,0.55119,0.6211,0.66365,0.69636,0.80981,0.82766,0.86712,0.85479,0.75088,0.72639,0.55172,0.40736,0.35808,0.20345,0.18903,0.16391,0.15713,0.16583,0.10755,0.053498
0.36736,0.44676,0.40642,0.3642,0.30788,0.21436,0.26548,0.32906,0.38609,0.46667,0.59026,0.65765,0.73071,0.78614,0.80779,0.84177,0.79685,0.83463,0.70001,0.55291,0.43858,0.33986,0.29637,0.22448,0.26176,0.22596,0.21242,0.2074,0.16154,0.12515
0.34506,0.41918,0.36686,0.33555,0.25576,0.16861,0.16049,0.2378,0.37139,0.43342,0.55336,0.69587,0.73748,0.81544,0.90242,0.87954,0.7657,0.72628,0.61051,0.50435,0.51073,0.40309,0.34911,0.3222,0.34297,0.35751,0.38331,0.35678,0.28145,0.22045
0.35055,0.42064,0.3578,0.32465,0.2466,0.21163,0.22588,0.22779,0.36319,0.46737,0.6004,0.76636,0.79811,0.90349,1,0.91512,0.82814,0.73211,0.62715,0.44666,0.48629,0.40561,0.43619,0.43313,0.48389,0.46031,0.49829,0.437,0.39091,0.30138
0.33544,0.40665,0.34877,0.28793,0.20669,0.14056,0.13676,0.18141,0.27077,0.37731,0.50673,0.66925,0.74556,0.83299,0.91147,0.88199,0.7343,0.62026,0.53955,0.40396,0.41296,0.41147,0.42404,0.42651,0.50321,0.51549,0.54267,0.53501,0.44399,0.34731
0.34864,0.38046,0.36657,0.27209,0.1822,0.12012,0.085007,0.12755,0.24542,0.34392,0.50017,0.61698,0.77534,0.81889,0.89265,0.85208,0.7065,0.59569,0.47415,0.34613,0.3889,0.36548,0.37716,0.41363,0.50077,0.50655,0.52419,0.53337,0.47782,0.4117
0.32513,0.34105,0.33605,0.24042,0.18953,0.14001,0.10436,0.14327,0.25225,0.32004,0.45092,0.59649,0.72953,0.79046,0.89961,0.83381,0.68811,0.55109,0.41645,0.35618,0.33586,0.38093,0.42916,0.45315,0.499,0.50601,0.5162,0.55226,0.49015,0.45478
0.2432,0.29472,0.23498,0.19818,0.11677,0.077905,0.056495,0.047989,0.14759,0.26901,0.39101,0.55563,0.68031,0.74507,0.77279,0.74945,0.61401,0.49835,0.42104,0.34571,0.32649,0.32471,0.34265,0.38165,0.45938,0.41869,0.46659,0.48373,0.48728,0.40359
0.16629,0.20672,0.155,0.15092,0.091462,0.073054,0.056979,0.056269,0.10343,0.19307,0.2895,0.38898,0.51273,0.5886,0.62933,0.64717,0.45392,0.34849,0.28658,0.19128,0.22396,0.22374,0.27763,0.28674,0.32059,0.31226,0.38187,0.37532,0.38022,0.34211
