0.61239,0.60489,0.59816,0.59215,0.58683,0.58216,0.57811,0.57464,0.57173,0.56933,0.56742,0.56596,0.56493,0.56429,0.56402,0.56409,0.56448,0.56514,0.56607,0.56723,0.5686,0.57016,0.57189,0.57375,0.57574,0.57783,0.58001,0.58224,0.58452,0.58683,0.58915,0.59146,0.59376,0.59602,0.59823,0.60039,0.60247,0.60447,0.60637,0.60817,0.60986,0.61143,0.61287,0.61417,0.61534,0.61636,0.61723,0.61794,0.6185,0.6189,0.61914,0.61922,0.61914,0.6189,0.61851,0.61795,0.61725,0.6164,0.6154,0.61427,0.61301,0.61162,0.61011,0.6085,0.60679,0.60499,0.60311,0.60116,0.59916,0.59713,0.59506,0.59298,0.59091,0.58885,0.58683,0.58486,0.58297,0.58117,0.57948,0.57792,0.57652,0.57529,0.57426,0.57345,0.57289,0.57261,0.57262,0.57295,0.57364,0.57471,0.5762,0.57812,0.58051,0.5834,0.58683,0.59083,0.59542,0.60065,0.60655,0.61316
0.63691,0.62222,0.60903,0.59726,0.58683,0.57768,0.56975,0.56296,0.55724,0.55254,0.5488,0.54594,0.54392,0.54268,0.54215,0.54229,0.54303,0.54434,0.54616,0.54843,0.55112,0.55418,0.55755,0.56121,0.56511,0.56921,0.57346,0.57784,0.58231,0.58683,0.59137,0.59591,0.6004,0.60483,0.60917,0.61339,0.61747,0.62138,0.62511,0.62864,0.63195,0.63502,0.63784,0.6404,0.64268,0.64468,0.64638,0.64778,0.64888,0.64966,0.65014,0.65029,0.65014,0.64967,0.64889,0.64781,0.64643,0.64476,0.64281,0.64059,0.63811,0.63539,0.63244,0.62928,0.62593,0.6224,0.61872,0.61491,0.61099,0.607,0.60295,0.59888,0.59481,0.59079,0.58683,0.58298,0.57927,0.57574,0.57243,0.56938,0.56663,0.56422,0.5622,0.56062,0.55952,0.55896,0.55898,0.55964,0.561,0.56309,0.56599,0.56976,0.57444,0.58011,0.58683,0.59466,0.60366,0.61391,0.62547,0.63842
0.66038,0.63881,0.61943,0.60214,0.58683,0.5734,0.56174,0.55176,0.54337,0.53647,0.53097,0.52678,0.52381,0.52198,0.5212,0.5214,0.5225,0.52442,0.52709,0.53043,0.53438,0.53887,0.54383,0.5492,0.55493,0.56094,0.56719,0.57363,0.58019,0.58683,0.5935,0.60016,0.60677,0.61327,0.61964,0.62584,0.63183,0.63758,0.64306,0.64824,0.6531,0.65761,0.66176,0.66551,0.66886,0.6718,0.6743,0.67636,0.67797,0.67912,0.67981,0.68004,0.67981,0.67912,0.67798,0.67639,0.67436,0.67191,0.66905,0.66579,0.66215,0.65815,0.65382,0.64918,0.64425,0.63907,0.63367,0.62807,0.62232,0.61645,0.61051,0.60453,0.59856,0.59264,0.58683,0.58117,0.57573,0.57054,0.56568,0.56119,0.55715,0.55362,0.55066,0.54834,0.54673,0.5459,0.54593,0.5469,0.54888,0.55197,0.55623,0.56176,0.56864,0.57697,0.58683,0.59833,0.61155,0.6266,0.64358,0.6626
0.68281,0.65466,0.62938,0.60681,0.58683,0.5693,0.55409,0.54107,0.53012,0.52111,0.51393,0.50846,0.50459,0.5022,0.50119,0.50145,0.50289,0.50539,0.50887,0.51323,0.51839,0.52424,0.53072,0.53773,0.5452,0.55305,0.56121,0.5696,0.57816,0.58683,0.59554,0.60423,0.61285,0.62134,0.62965,0.63774,0.64555,0.65306,0.66021,0.66697,0.67331,0.6792,0.68461,0.68951,0.69388,0.69771,0.70097,0.70366,0.70576,0.70726,0.70817,0.70847,0.70817,0.70727,0.70578,0.7037,0.70106,0.69786,0.69412,0.68987,0.68512,0.67991,0.67425,0.66819,0.66177,0.655,0.64795,0.64065,0.63315,0.62549,0.61773,0.60993,0.60213,0.59441,0.58683,0.57945,0.57234,0.56557,0.55923,0.55338,0.5481,0.54349,0.53963,0.5366,0.53449,0.53342,0.53346,0.53472,0.53731,0.54133,0.5469,0.55411,0.56309,0.57396,0.58683,0.60183,0.61909,0.63873,0.66089,0.6857
0.70419,0.66978,0.63886,0.61126,0.58683,0.56539,0.54679,0.53087,0.51748,0.50647,0.49769,0.491,0.48626,0.48334,0.48211,0.48243,0.48418,0.48724,0.4915,0.49683,0.50313,0.5103,0.51822,0.52679,0.53592,0.54552,0.5555,0.56576,0.57623,0.58683,0.59748,0.60811,0.61865,0.62903,0.63919,0.64908,0.65864,0.66781,0.67656,0.68483,0.69258,0.69978,0.70639,0.71239,0.71774,0.72242,0.72641,0.72969,0.73226,0.7341,0.7352,0.73557,0.7352,0.7341,0.73228,0.72974,0.72651,0.7226,0.71803,0.71283,0.70702,0.70064,0.69373,0.68632,0.67846,0.6702,0.66157,0.65264,0.64347,0.6341,0.62461,0.61507,0.60554,0.5961,0.58683,0.5778,0.56911,0.56084,0.55308,0.54592,0.53947,0.53383,0.52911,0.5254,0.52283,0.52151,0.52157,0.52311,0.52628,0.5312,0.538,0.54682,0.5578,0.57109,0.58683,0.60518,0.62628,0.6503,0.6774,0.70774
0.72454,0.68415,0.64788,0.6155,0.58683,0.56168,0.53985,0.52117,0.50546,0.49254,0.48224,0.47439,0.46883,0.4654,0.46395,0.46433,0.46639,0.46998,0.47497,0.48123,0.48863,0.49703,0.50632,0.51638,0.5271,0.53836,0.55007,0.56211,0.5744,0.58683,0.59933,0.6118,0.62416,0.63634,0.64827,0.65987,0.67109,0.68185,0.69211,0.70181,0.71091,0.71936,0.72712,0.73415,0.74043,0.74592,0.7506,0.75446,0.75747,0.75963,0.76092,0.76135,0.76092,0.75963,0.75749,0.75452,0.75072,0.74613,0.74077,0.73467,0.72785,0.72037,0.71226,0.70357,0.69435,0.68465,0.67453,0.66405,0.65328,0.6423,0.63116,0.61997,0.60879,0.59771,0.58683,0.57624,0.56604,0.55633,0.54723,0.53883,0.53127,0.52465,0.5191,0.51475,0.51174,0.51019,0.51025,0.51207,0.51578,0.52155,0.52953,0.53988,0.55277,0.56836,0.58683,0.60836,0.63312,0.6613,0.69309,0.72869
0.74384,0.69779,0.65643,0.61952,0.58683,0.55815,0.53327,0.51197,0.49406,0.47933,0.46758,0.45863,0.45229,0.44839,0.44673,0.44716,0.44951,0.4536,0.4593,0.46643,0.47486,0.48445,0.49504,0.50651,0.51873,0.53157,0.54491,0.55864,0.57265,0.58683,0.60108,0.61529,0.62939,0.64328,0.65688,0.67011,0.68289,0.69517,0.70687,0.71793,0.7283,0.73793,0.74678,0.7548,0.76195,0.76821,0.77355,0.77795,0.78138,0.78384,0.78532,0.78581,0.78532,0.78385,0.78141,0.77802,0.77369,0.76846,0.76234,0.75539,0.74762,0.73909,0.72984,0.71993,0.70942,0.69836,0.68682,0.67487,0.6626,0.65007,0.63738,0.62461,0.61186,0.59924,0.58683,0.57476,0.56313,0.55206,0.54168,0.5321,0.52348,0.51593,0.50961,0.50465,0.50122,0.49945,0.49952,0.50159,0.50583,0.5124,0.5215,0.5333,0.548,0.56577,0.58683,0.61137,0.6396,0.67174,0.70799,0.74857
0.76209,0.7107,0.66452,0.62332,0.58683,0.55482,0.52704,0.50327,0.48327,0.46682,0.45371,0.44372,0.43665,0.43229,0.43044,0.43092,0.43354,0.43811,0.44447,0.45243,0.46185,0.47254,0.48437,0.49717,0.51081,0.52514,0.54004,0.55537,0.571,0.58683,0.60273,0.6186,0.63434,0.64985,0.66502,0.67979,0.69406,0.70777,0.72082,0.73317,0.74475,0.7555,0.76538,0.77433,0.78232,0.7893,0.79526,0.80017,0.804,0.80675,0.8084,0.80895,0.8084,0.80676,0.80404,0.80025,0.79542,0.78958,0.78275,0.77498,0.76632,0.75679,0.74647,0.73541,0.72367,0.71132,0.69844,0.68511,0.67141,0.65742,0.64326,0.629,0.61478,0.60068,0.58683,0.57335,0.56037,0.54801,0.53642,0.52574,0.51611,0.50769,0.50063,0.4951,0.49126,0.48929,0.48937,0.49168,0.49641,0.50375,0.51391,0.52708,0.54348,0.56332,0.58683,0.61423,0.64574,0.68161,0.72207,0.76738
0.77931,0.72286,0.67215,0.6269,0.58683,0.55167,0.52117,0.49506,0.4731,0.45504,0.44064,0.42967,0.4219,0.41711,0.41508,0.41561,0.41848,0.42351,0.43049,0.43923,0.44957,0.46132,0.4743,0.48836,0.50334,0.51908,0.53544,0.55228,0.56945,0.58683,0.6043,0.62173,0.63901,0.65603,0.6727,0.68892,0.7046,0.71964,0.73398,0.74755,0.76026,0.77207,0.78291,0.79274,0.80151,0.80919,0.81574,0.82112,0.82533,0.82835,0.83016,0.83077,0.83016,0.82836,0.82537,0.82121,0.81591,0.80949,0.802,0.79346,0.78394,0.77349,0.76215,0.75,0.73711,0.72355,0.7094,0.69476,0.67971,0.66436,0.6488,0.63315,0.61752,0.60204,0.58683,0.57203,0.55777,0.5442,0.53147,0.51974,0.50917,0.49992,0.49216,0.48609,0.48187,0.47971,0.4798,0.48233,0.48753,0.49559,0.50674,0.52121,0.53922,0.56101,0.58683,0.61692,0.65153,0.69092,0.73536,0.78512
0.79548,0.73429,0.67932,0.63027,0.58683,0.54872,0.51565,0.48735,0.46354,0.44397,0.42836,0.41647,0.40804,0.40285,0.40065,0.40122,0.40434,0.40979,0.41735,0.42684,0.43804,0.45077,0.46485,0.48009,0.49633,0.51339,0.53113,0.54937,0.56799,0.58683,0.60576,0.62466,0.64339,0.66185,0.67992,0.6975,0.71449,0.7308,0.74635,0.76105,0.77483,0.78763,0.79939,0.81004,0.81955,0.82787,0.83497,0.84081,0.84537,0.84864,0.8506,0.85126,0.8506,0.84865,0.84541,0.8409,0.83515,0.8282,0.82007,0.81082,0.8005,0.78917,0.77688,0.76371,0.74973,0.73504,0.7197,0.70383,0.68751,0.67087,0.654,0.63704,0.6201,0.60332,0.58683,0.57078,0.55533,0.54062,0.52682,0.51411,0.50264,0.49261,0.48421,0.47762,0.47306,0.47071,0.47081,0.47355,0.47918,0.48792,0.50001,0.5157,0.53522,0.55885,0.58683,0.61944,0.65696,0.69966,0.74784,0.80177
